2024-01-25 14:39:22,698 INFO    StreamThr :21068 [internal.py:wandb_internal():86] W&B internal server running at pid: 21068, started at: 2024-01-25 14:39:22.698655
2024-01-25 14:39:22,699 DEBUG   HandlerThread:21068 [handler.py:handle_request():146] handle_request: status
2024-01-25 14:39:22,700 INFO    WriterThread:21068 [datastore.py:open_for_write():87] open: /home/ubuntu/Documents/ai/ChatGLM2-6B/ptuning/wandb/run-20240125_143922-arytcclq/run-arytcclq.wandb
2024-01-25 14:39:22,700 DEBUG   SenderThread:21068 [sender.py:send():382] send: header
2024-01-25 14:39:22,701 DEBUG   SenderThread:21068 [sender.py:send():382] send: run
2024-01-25 14:39:25,191 INFO    SenderThread:21068 [dir_watcher.py:__init__():211] watching files in: /home/ubuntu/Documents/ai/ChatGLM2-6B/ptuning/wandb/run-20240125_143922-arytcclq/files
2024-01-25 14:39:25,191 INFO    SenderThread:21068 [sender.py:_start_run_threads():1136] run started: arytcclq with start time 1706164762.698886
2024-01-25 14:39:25,192 DEBUG   HandlerThread:21068 [handler.py:handle_request():146] handle_request: check_version
2024-01-25 14:39:25,193 DEBUG   SenderThread:21068 [sender.py:send_request():409] send_request: check_version
2024-01-25 14:39:26,913 DEBUG   HandlerThread:21068 [handler.py:handle_request():146] handle_request: run_start
2024-01-25 14:39:26,921 ERROR   HandlerThread:21068 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2024-01-25 14:39:26,922 DEBUG   HandlerThread:21068 [system_info.py:__init__():27] System info init
2024-01-25 14:39:26,922 DEBUG   HandlerThread:21068 [system_info.py:__init__():42] System info init done
2024-01-25 14:39:26,922 INFO    HandlerThread:21068 [system_monitor.py:start():194] Starting system monitor
2024-01-25 14:39:26,922 INFO    SystemMonitor:21068 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-25 14:39:26,922 INFO    HandlerThread:21068 [system_monitor.py:probe():214] Collecting system info
2024-01-25 14:39:26,923 INFO    SystemMonitor:21068 [interfaces.py:start():190] Started cpu monitoring
2024-01-25 14:39:26,923 INFO    SystemMonitor:21068 [interfaces.py:start():190] Started disk monitoring
2024-01-25 14:39:26,924 INFO    SystemMonitor:21068 [interfaces.py:start():190] Started memory monitoring
2024-01-25 14:39:26,924 INFO    SystemMonitor:21068 [interfaces.py:start():190] Started network monitoring
2024-01-25 14:39:26,928 DEBUG   HandlerThread:21068 [system_info.py:probe():151] Probing system
2024-01-25 14:39:26,929 DEBUG   HandlerThread:21068 [system_info.py:_probe_git():136] Probing git
2024-01-25 14:39:26,931 DEBUG   HandlerThread:21068 [system_info.py:_probe_git():144] Probing git done
2024-01-25 14:39:26,931 DEBUG   HandlerThread:21068 [system_info.py:probe():199] Probing system done
2024-01-25 14:39:26,931 DEBUG   HandlerThread:21068 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-14-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2024-01-25T06:39:26.928396', 'startedAt': '2024-01-25T06:39:22.689033', 'docker': None, 'cuda': None, 'args': ('--do_eval', '--train_file', '../data/train.json', '--validation_file', '../data/val.json', '--test_file', '../data/val.json', '--preprocessing_num_workers', '1', '--prompt_column', 'query', '--response_column', 'answer', '--overwrite_cache', '--model_name_or_path', '/home/ubuntu/Documents/ai/model/chatglm2-6b', '--output_dir', 'output/adgen-chatglm2-6b-pt-128-2e-2', '--overwrite_output_dir', '--max_source_length', '64', '--max_target_length', '256', '--per_device_train_batch_size', '1', '--per_device_eval_batch_size', '4', '--gradient_accumulation_steps', '16', '--predict_with_generate', '--max_steps', '2100', '--logging_steps', '10', '--save_steps', '700', '--learning_rate', '2e-2', '--pre_seq_len', '128', '--quantization_bit=8', '--report_to', 'wandb'), 'state': 'running', 'program': '/home/ubuntu/Documents/ai/ChatGLM2-6B/ptuning/main.py', 'codePathLocal': 'main.py', 'codePath': 'ptuning/main.py', 'git': {'remote': 'https://github.com/fengyufengzi/ChatGLM2-6B.git', 'commit': '284cb911a1f58200ef887669fc0b863d782e28db'}, 'email': '4328521+fengyufengzi@users.noreply.github.com', 'root': '/home/ubuntu/Documents/ai/ChatGLM2-6B', 'host': 'marsen', 'username': 'ubuntu', 'executable': '/home/ubuntu/miniconda3/envs/chatglm2/bin/python', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 4906.21440625, 'min': 800.0, 'max': 4937.5}, 'cpu_freq_per_core': [{'current': 5500.139, 'min': 800.0, 'max': 5500.0}, {'current': 5509.243, 'min': 800.0, 'max': 5500.0}, {'current': 5500.0, 'min': 800.0, 'max': 5500.0}, {'current': 5500.0, 'min': 800.0, 'max': 5500.0}, {'current': 5499.953, 'min': 800.0, 'max': 5500.0}, {'current': 5500.0, 'min': 800.0, 'max': 5500.0}, {'current': 5500.155, 'min': 800.0, 'max': 5500.0}, {'current': 5500.0, 'min': 800.0, 'max': 5500.0}, {'current': 5495.132, 'min': 800.0, 'max': 5800.0}, {'current': 5491.766, 'min': 800.0, 'max': 5800.0}, {'current': 5600.139, 'min': 800.0, 'max': 5800.0}, {'current': 5498.759, 'min': 800.0, 'max': 5800.0}, {'current': 5500.168, 'min': 800.0, 'max': 5500.0}, {'current': 5488.322, 'min': 800.0, 'max': 5500.0}, {'current': 5506.387, 'min': 800.0, 'max': 5500.0}, {'current': 5500.0, 'min': 800.0, 'max': 5500.0}, {'current': 4324.009, 'min': 800.0, 'max': 4300.0}, {'current': 4319.821, 'min': 800.0, 'max': 4300.0}, {'current': 4286.898, 'min': 800.0, 'max': 4300.0}, {'current': 4302.339, 'min': 800.0, 'max': 4300.0}, {'current': 4300.941, 'min': 800.0, 'max': 4300.0}, {'current': 4302.99, 'min': 800.0, 'max': 4300.0}, {'current': 4315.436, 'min': 800.0, 'max': 4300.0}, {'current': 4297.073, 'min': 800.0, 'max': 4300.0}, {'current': 4300.14, 'min': 800.0, 'max': 4300.0}, {'current': 4318.152, 'min': 800.0, 'max': 4300.0}, {'current': 4319.362, 'min': 800.0, 'max': 4300.0}, {'current': 4304.68, 'min': 800.0, 'max': 4300.0}, {'current': 4299.344, 'min': 800.0, 'max': 4300.0}, {'current': 4303.207, 'min': 800.0, 'max': 4300.0}, {'current': 4314.077, 'min': 800.0, 'max': 4300.0}, {'current': 4300.229, 'min': 800.0, 'max': 4300.0}], 'disk': {'/': {'total': 182.2801628112793, 'used': 25.111125946044922}}, 'memory': {'total': 62.557525634765625}}
2024-01-25 14:39:26,931 INFO    HandlerThread:21068 [system_monitor.py:probe():224] Finished collecting system info
2024-01-25 14:39:26,931 INFO    HandlerThread:21068 [system_monitor.py:probe():227] Publishing system info
2024-01-25 14:39:26,931 DEBUG   HandlerThread:21068 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-01-25 14:39:27,192 INFO    Thread-12 :21068 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/Documents/ai/ChatGLM2-6B/ptuning/wandb/run-20240125_143922-arytcclq/files/conda-environment.yaml
2024-01-25 14:39:27,817 DEBUG   HandlerThread:21068 [system_info.py:_save_conda():220] Saving conda packages done
