2024-02-03 21:07:28,830 INFO    StreamThr :797609 [internal.py:wandb_internal():86] W&B internal server running at pid: 797609, started at: 2024-02-03 21:07:28.830528
2024-02-03 21:07:28,831 DEBUG   HandlerThread:797609 [handler.py:handle_request():146] handle_request: status
2024-02-03 21:07:28,832 INFO    WriterThread:797609 [datastore.py:open_for_write():87] open: /data/ai/ChatGLM2-6B/ptuning/wandb/run-20240203_210728-cy24bm2q/run-cy24bm2q.wandb
2024-02-03 21:07:28,832 DEBUG   SenderThread:797609 [sender.py:send():382] send: header
2024-02-03 21:07:28,833 DEBUG   SenderThread:797609 [sender.py:send():382] send: run
2024-02-03 21:07:29,761 INFO    SenderThread:797609 [dir_watcher.py:__init__():211] watching files in: /data/ai/ChatGLM2-6B/ptuning/wandb/run-20240203_210728-cy24bm2q/files
2024-02-03 21:07:29,761 INFO    SenderThread:797609 [sender.py:_start_run_threads():1136] run started: cy24bm2q with start time 1706965648.830499
2024-02-03 21:07:29,774 DEBUG   HandlerThread:797609 [handler.py:handle_request():146] handle_request: check_version
2024-02-03 21:07:29,775 DEBUG   SenderThread:797609 [sender.py:send_request():409] send_request: check_version
2024-02-03 21:07:32,413 DEBUG   HandlerThread:797609 [handler.py:handle_request():146] handle_request: run_start
2024-02-03 21:07:32,426 DEBUG   HandlerThread:797609 [system_info.py:__init__():27] System info init
2024-02-03 21:07:32,427 DEBUG   HandlerThread:797609 [system_info.py:__init__():42] System info init done
2024-02-03 21:07:32,427 INFO    HandlerThread:797609 [system_monitor.py:start():194] Starting system monitor
2024-02-03 21:07:32,427 INFO    SystemMonitor:797609 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-03 21:07:32,428 INFO    HandlerThread:797609 [system_monitor.py:probe():214] Collecting system info
2024-02-03 21:07:32,428 INFO    SystemMonitor:797609 [interfaces.py:start():190] Started cpu monitoring
2024-02-03 21:07:32,429 INFO    SystemMonitor:797609 [interfaces.py:start():190] Started disk monitoring
2024-02-03 21:07:32,429 INFO    SystemMonitor:797609 [interfaces.py:start():190] Started gpu monitoring
2024-02-03 21:07:32,430 INFO    SystemMonitor:797609 [interfaces.py:start():190] Started memory monitoring
2024-02-03 21:07:32,433 INFO    SystemMonitor:797609 [interfaces.py:start():190] Started network monitoring
2024-02-03 21:07:32,446 DEBUG   HandlerThread:797609 [system_info.py:probe():151] Probing system
2024-02-03 21:07:32,447 DEBUG   HandlerThread:797609 [system_info.py:_probe_git():136] Probing git
2024-02-03 21:07:32,450 DEBUG   HandlerThread:797609 [system_info.py:_probe_git():144] Probing git done
2024-02-03 21:07:32,450 DEBUG   HandlerThread:797609 [system_info.py:probe():199] Probing system done
2024-02-03 21:07:32,450 DEBUG   HandlerThread:797609 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-15-generic-x86_64-with-glibc2.35', 'python': '3.10.13', 'heartbeatAt': '2024-02-03T13:07:32.446103', 'startedAt': '2024-02-03T13:07:28.828909', 'docker': None, 'cuda': None, 'args': ('--do_eval', '--train_file', '../data/train.json', '--validation_file', '../data/val.json', '--test_file', '../data/val_less.json', '--preprocessing_num_workers', '1', '--prompt_column', 'query', '--response_column', 'answer', '--overwrite_cache', '--model_name_or_path', '/data/ai/model/chatglm2-6b', '--output_dir', 'output/adgen-chatglm2-6b-pt-128-1e-4', '--overwrite_output_dir', '--max_source_length', '128', '--max_target_length', '256', '--per_device_train_batch_size', '1', '--per_device_eval_batch_size', '4', '--gradient_accumulation_steps', '16', '--predict_with_generate', '--max_steps', '2100', '--logging_steps', '10', '--save_steps', '700', '--learning_rate', '1e-4', '--pre_seq_len', '128', '--quantization_bit=8', '--report_to', 'wandb', '--max_eval_samples', '20', '--source_prefix', '你是蚂蚁金服公司的客服人员,用清晰简洁的语言回答老年人的问题.如果因为知识库受限无法回答,只需回答对不起，根据参考资料无法回答', '--ptuning_checkpoint', '/data/ai/ChatGLM2-6B/ptuning/output/adgen-chatglm2-6b-pt-128-1e-4/checkpoint-700'), 'state': 'running', 'program': '/data/ai/ChatGLM2-6B/ptuning/main.py', 'codePathLocal': 'main.py', 'codePath': 'ptuning/main.py', 'git': {'remote': 'https://github.com/fengyufengzi/ChatGLM2-6B.git', 'commit': '284cb911a1f58200ef887669fc0b863d782e28db'}, 'email': '4328521+fengyufengzi@users.noreply.github.com', 'root': '/data/ai/ChatGLM2-6B', 'host': 'marsen-linux', 'username': 'ubuntu', 'executable': '/home/ubuntu/miniconda3/envs/chatglm2/bin/python', 'cpu_count': 24, 'cpu_count_logical': 32, 'cpu_freq': {'current': 1083.4195, 'min': 800.0, 'max': 4937.5}, 'cpu_freq_per_core': [{'current': 1721.177, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1776.209, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1779.29, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1412.582, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1499.14, 'min': 800.0, 'max': 5800.0}, {'current': 1287.43, 'min': 800.0, 'max': 5800.0}, {'current': 1284.555, 'min': 800.0, 'max': 5800.0}, {'current': 1099.984, 'min': 800.0, 'max': 5800.0}, {'current': 1879.986, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1490.674, 'min': 800.0, 'max': 5500.0}, {'current': 800.0, 'min': 800.0, 'max': 5500.0}, {'current': 1526.147, 'min': 800.0, 'max': 4300.0}, {'current': 1450.062, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 1630.595, 'min': 800.0, 'max': 4300.0}, {'current': 1385.559, 'min': 800.0, 'max': 4300.0}, {'current': 1767.795, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}, {'current': 800.0, 'min': 800.0, 'max': 4300.0}], 'disk': {'/': {'total': 182.2801628112793, 'used': 26.70748519897461}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 62.557525634765625}}
2024-02-03 21:07:32,450 INFO    HandlerThread:797609 [system_monitor.py:probe():224] Finished collecting system info
2024-02-03 21:07:32,450 INFO    HandlerThread:797609 [system_monitor.py:probe():227] Publishing system info
2024-02-03 21:07:32,450 DEBUG   HandlerThread:797609 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-03 21:07:32,762 INFO    Thread-12 :797609 [dir_watcher.py:_on_file_created():271] file/dir created: /data/ai/ChatGLM2-6B/ptuning/wandb/run-20240203_210728-cy24bm2q/files/conda-environment.yaml
2024-02-03 21:07:33,420 DEBUG   HandlerThread:797609 [system_info.py:_save_conda():220] Saving conda packages done
